name,popularity
Anand Shankar,0.6
Rahul Sankrityan,0.6
Bharat Kamma,0.6
Krishnan Nallappa,0.6
Kranthi Madhav,0.6
Ved Aitharaju,0.6
Premsai,0.6
Satish Vegesna,0.98
Venky Kudumula,0.6
Venky Atluri,0.6
P.A. Arun Prasad,0.6
Veera Shankar,0.6
Vishnuvardhan,0.6
Vasu Varma,0.6
Kishore Kumar Pardasani,0.828
Tom Gustafson,0.6
P. Sathish Chandra,0.6
Upasana Chhetri,0.6
V. N. Aditya,0.6
Siva,1.4
Sriram Adittya,0.6
Vasu Bhavirisetti,0.6
Nani Challagulla,0.6
Abhinav Chilukamari,0.6
Kishore Chowdary Gottipati,0.6
Teja Kakumanu,0.6
Kalyan Krishna,0.6
Dasaradh,0.6
Apoorva Lakhia,0.6
Satyam Bellamkonda,0.6
Tatineni Satya,0.6
Ashok G.,0.6
Nag Ashwin,0.6
Mohana Krishna Indraganti,0.982
Shiva Nirvana,0.6
Venu Sriram,0.98
Gautham Thinnanoori,0.6
Mukund Pandey,0.6
Swaroop Mittapalli,0.6
Sailesh Kolanu,0.6
Palnati Surya Pratap,0.6
Venkatesh Maha,0.6
Praveen Sattaru,0.6
Ohmkar,0.98
Tharun Bhascker Dhaassyam,0.6
Ajay Bhupathi,0.6
Swaroop RSJ,0.6
G. Nageswara Reddy,0.6
Sashi Kiran Tikka,0.6
Chandoo Mondeti,0.6
Ravikanth Perepu,0.6
Sudheer Varma,0.6
Merlapaka Gandhi,0.6
Prabhakar Reddy,0.6
Pavan Mallela,0.6
Radha Krishna Jagarlamudi,0.694
Kodi Ramakrishna,0.694
K. Vijaya Bhaskar,0.6
A.R. Murugadoss,0.6
Naveenbandi,0.6
R. R. Gogu,0.6
Balakrishnan Thevar,0.6
Haari K. Chanduri,0.6
K. S. Ravikumar,0.6
Murali Paruchuri,1.38
Renny Harlin,0.84
Shelly Stoyanova,0.6
Mila Maslarova,0.6
Venkat Ramji,0.6
Dasari Carthyk,0.6
C. Prem Kumar,0.6
Rambabu Kongarapi,0.6
P. Vasu,0.84
Selvaraghavan,0.6
P. Narayana,0.6
Vi Anand,0.6
Suresh Paruchuri,0.6
Laxman Musuluri,0.6
Karthik Subbaraj,1.214
K. V. Guhan,0.6
T. N. Santhosh,0.6
Venkat,0.6
Sekhar Reddy Yerra,0.6
Siddharth Reddy Guduri,0.6
Siddartha Thatolu,0.6
Vikram Sirikonda,0.6
Abhimanyu Srivastava,0.6
Kishore Tirumala,0.6
Sanjeev Reddy,0.6
Thiru,0.6
Dasam Sai,0.6
Sankalp Reddy,0.98
C H Vijay,0.6
Srinivas Reddy,0.6
Kannan DS,0.6
Bapu,0.6
Katta Deva,0.6
Ronnie Screwvala,0.618
Prasad Devineni,0.6
Shobu Yarlagadda,0.6
Iliya Sotirov,0.6
Sri Valli M M,0.6
B. V. S. N. Prasad,0.6
Daggubati Suresh Babu,0.6
Rajkumar Sethupathy,0.6
Siva Prasad Reddy,0.6
Chandan Reddy DV,0.6
DVV Danayya,0.6
Aditya Ram,0.6
Vikram Goud,0.6
Allu Aravind,0.6
N. Sudhakar Reddy,0.6
C. Ashwini Dutt,0.6
M. S. Raju,0.6
Sravanthi Ravi Kishore,0.6
Bellamkonda Suresh,0.6
Dil Raju,0.6
Maniraj Padigomula,0.6
Swapna Dutt,0.6
Anil Sunkara,0.6
Ram Achanta,0.6
Gopichand Achanta,0.6
Param V Potluri,0.6
Guru Bobba,0.6
Rita Powers,0.6
Kavin Anne,0.6
Raj Kumar,0.6
Koti Paruchuri,0.6
Pearl V. Potluri,0.6
Jonty Singh Rawat,0.6
Shirish,0.6
S. Radha Krishna,0.6
Raagini Guna,0.6
K Ram Gopal,0.6
PDV Prasad,0.6
Chengala Venkat Rao,0.6
K.L. Narayana,0.6
Urmila Gangaraju,0.98
Priyanka Dutt,0.6
Bellamkonda Ganesh,0.6
Bhushan Kumar,0.6
Gulshan Kumar,0.6
Ollwyn Dsouza,0.6
V. Vamshi Krishna Reddy,0.6
Aadore Mukherjee Mehra,0.6
P S Shyam,0.6
Alex Gee,0.6
Mini Purushot,0.6
Ivano Fucci,0.6
Michele Saragoni,0.6
Avinash Pathak,0.6
Sumit Shukla,0.6
Sunny Kapoor,0.6
Christine Sheaks,0.6
Lorena David,0.6
Dr. C. Rohin Reddy,0.6
K. S. Rama Rao,0.6
K. Vallabha,0.6
BVSN Prasad,0.6
Bhimaneni Sunitha,0.6
Bheemaneni Roshitha Sai,0.6
Pranay Reddy Vanga,0.6
Bunny Vas,0.6
Satya Gamidi,0.6
K. E. Gnanavelraja,0.6
Sriniwas Kumar Naidu,0.6
V Manoj Kumar,0.6
Y. Ravi Shankar,0.6
Naveen Yerneni,0.6
Yash Rangineni,0.6
Mohan Cherukuri,0.6
Chiranjeevi Pedamallu,0.6
Uday Bhanu Avirineni,0.6
Anil Kumar Vanga,0.98
S. Venkatarathnam,0.6
Suryadevara Naga Vamsi,0.6
Venkat Krishnamaneni,0.6
A. M. Rathnam,0.608
Shamsher Walia,0.6
Navodaya Appachan,0.6
Singanamala Ramesh,0.6
Sharath Marar,0.6
Sig De Miguel,0.6
Stephen Vincent,0.6
Ash Christian,0.75
Hunter Arnold,0.6
Rachita Kapoor,0.6
Yogesh Sudhakara Mallineni,0.6
Bhogavalli Bapineedu,0.6
Sajida Junaid,0.6
Rengarajan Jaiprakash,0.6
Gemini Kiran,0.6
Anand Reddy Karnati,0.6
Nagarjuna Mallidi,0.6
Siddharth Patnaik,0.6
Sudheer Chandra Padiri,0.6
Rahul Odak,0.6
N V Prasad,0.6
Harshith Reddy,0.98
K Ravindra Babu,0.6
S Venkatrathnam,0.6
Seshu Priyanka Chalasani,0.6
K. V. V. Bala Subramanyam,0.6
Prashanthi Tipirneni,0.6
Chanakya Booneti,0.6
Raj Kandukuri,0.6
Ashok Reddy Gummakonda,0.6
Rahul Yadav Nakka,0.6
Rajani Korrapati,0.6
Musunuru Vamsi,0.6
Sri Vinod,0.6
Sai Korrapati,0.6
Vishnuvardhan Induri,0.6
Ravishankal Akkineni,0.6
Vakada Appa Rao,0.656
V. Y. Praveen Kumar,0.6
Kalyan C,0.6
Vatsa Nagaraja,0.6
C Venkateswara Rao,0.6
Patsa Nagaraja,0.6
Anand Prasad,0.6
Boaz Davidson,1.568
Les Weldon,0.6
Danny Lerner,1.624
Avi Lerner,0.98
John Thompson,0.985
Trevor Short,1.164
Kate Dowd,0.6
Marianne Stanicheva,1.428
Giulio Steve,0.6
Denitza Daverova,0.6
Krishnakanth Kamineni,0.6
Vamsi Krishna Reddy,0.6
Sudhakar Cherukuri,0.6
Prasad Chukkapally,0.6
Chandrasekhar Ravipati,0.6
Ramakrishna Reddy,0.6
Jagarlamudi Saibabu,0.6
Bharath Chowdary,0.6
Kiran Reddy,0.6
Sivalenka Krishna Prasad,0.6
Ram Talluri,0.6
Rajani Talluri,0.6
Sai Rishika,0.6
Harish Peddi,0.6
Sahu Garapati,0.6
Tagore Madhu,0.6
Kaviya Venugopal,0.6
Rajkumar Akella,0.6
Sharann Addala,0.6
Pushpa Bhaskar,0.6
M.R.V. Prasad,0.6
Marpuri Praveen,0.6
Abhishek Agarwal,0.6
Ramabrahmam Sunkara,0.6
Ajay Sunkara,0.6
Kishore Garikipati,0.6
P D V Prasad,0.6
CV Mohan,0.6
Karan Johar,1.418
Prasad Vara Potluri,0.6
Anvesh Reddy,0.6
Venkatramana Reddy,0.6
Nallamalupu Bujji,0.6
Kishore Duggirala,0.6
M. R. Rammohan,0.6
Edida Raja,0.6
M. S. Guhan,0.6
Ravi Vallabhaneni,0.6
Lakshmi Bhoopal,0.6
Kona Venkat,0.6
Kendrew Lascelles,0.6
Vakkantham Vamsi,0.6
Paruchuri Brothers,0.6
Vijayendra Prasad,0.608
Rahul Koda,0.6
Manoj Muntashir,0.6
Abburi Ravi,0.6
Shiv Singh,0.6
Darling Swamy,0.6
Ramajogayya Sastry,0.6
Ravi Kumar Bhaskarabhatla,0.6
S. N. Swamy,0.6
Satyanand,0.6
Gopi Mohan,0.98
Ganesh Patro,0.6
Upendra Madhav,0.6
Praveen Varma,0.6
Chinni Krishna,0.6
Hari Vishwanath,0.6
Thota Prasad,0.98
Gopalakrishna Paruchuri,0.6
Sirivennela Seetharama Sastry,0.6
Madhu Vipparthi,0.6
Jonnavithhula Ramalingeswara Rao,0.6
Javed Akhtar,0.6
Salim Khan,0.6
Madhan Karky,0.6
Amitabh Bhattacharya,0.98
Hussain Dalal,0.652
Abbas Dalal,0.6
Vinayak Sasikumar,0.6
Krishna Kanth,0.6
Sreejo,0.6
K.G.R Ashok,0.6
Sai Krishna,0.6
S. R. Prabhakaran,0.6
M. Rathnam,0.6
Sai Madhav Burra,0.6
Anantha Sriram,0.6
Ram Kumar,0.6
Shan Karuppusamy,0.6
Sai Kumar Reddy,0.6
Sreshta,0.6
Sri Mani,0.6
Rajendra Kumar,0.6
Bhoopati Raja,0.6
Siva Akula,0.6
Arthur Schnitzler,0.6
Cory Krueckeberg,0.6
Michael John LaChiusa,0.6
Kittu Vissapragada,0.6
Subham Viswanadh,0.6
Venkat D Pati,0.6
Ram Mohan P,0.6
Suresh Nair,1.4
Suseenthiran,0.6
Patrikeya,0.6
Mamidala Thirupathi,0.6
Srikanth Vissa,0.6
Venky,0.6
Tajuddin Syed,0.6
Rahul Pakala,0.6
Ramesh Reddy,0.6
Rajkumar Hirani,0.665
Bhupati Raja,0.6
Sean Hood,0.732
Daniel Giat,0.6
Karthik Netha,0.6
Janardhan Maharshi,0.6
Ezhil,0.6
Vijay Kamisetty,0.6
Chaitanya Prasad,0.6
Rambabu Gosala,0.6
Vanamali,0.6
Srimani,0.6
Varikuppala Yadagiri,0.6
Karun Venkat,0.6
Sreenivasa Reddy,0.6
Rajmohan,0.6
Gangaraju Gunnam,0.6
Azad Alam,0.6
Niranjan Reddy,0.6
Veligonda Srinivas,0.6
Sridhar Seepana,0.6
Rajasimha,0.6
Caarthick Raju,0.6
Arjun Gunnala,0.6
Srikanth N Reddy,0.6
Hari Prasad,0.6
