name,popularity
Kartik Aaryan,0.6
Sunny Singh Nijjar,0.6
Deepika Amin,0.6
Mukesh Bhatt,0.828
Ishita Raj Sharma,0.694
Alexandra,0.6
Shibesh Debnath,0.6
Anjum Gulati,0.6
Gulsanam,0.6
Shatakshi Gupta,0.6
Pritam Jaiswal,0.6
Dhananjay Kapoor,0.6
Monica Kohli,0.6
Paras Kumar,0.6
Sunita Kushalani,0.6
Sakshi Malik,0.6
Pavitra Mattoo,0.6
Saniya Nagdev,0.6
Sonnalli Seygall,0.6
Akshit Shetty,0.6
Ashwinder Jandu Singh,0.6
Nigam Thakur,0.6
Jagat Rawat,0.6
Imran Khan,0.6
Genelia D'Souza,1.38
Sugandha Garg,0.6
Nirav Mehta,0.6
Alishka Varde,0.6
Padam Bhola,1.4
Anooradha Patel,0.6
Jerrit John,0.6
Pratiek Babbar,0.6
Sohail Khan,0.681
Rajat Kapoor,1.4
Kitu Gidwani,0.6
Uditanshu Mehta,0.6
Deepak Dhadwal,0.6
Omprakash,0.6
Chandrachur Singh,1.186
Mamik,0.6
Nivedita Bhattacharya,0.6
Reema Sen,0.6
Sudha Chandran,0.6
Rasika Joshi,0.6
Rakhi Sawant,0.631
Innocent,0.857
Priya Anand,0.6
Pulkit Samrat,0.656
Vishakha Singh,0.6
Richa Chadha,1.4
Sanjana Sanghi,0.6
Sonal Chauhan,1.4
Sameer Kochhar,0.6
Vishal Malhotra,0.6
Abhimanyu Singh,1.4
Prashant Narayanan,0.6
Sulagna Panigrahi,0.6
Yana Gupta,0.6
Shweta Kawatra,1.4
Abhijit Lahiri,0.6
Omkar Kapoor,0.6
Joy Badlani,0.6
Mona Ambegaonkar,0.98
Karishma Sharma,0.6
Prakhar Shukla,0.6
Manvir Singh,0.6
Ashmit Patel,1.052
Rajendranath Zutshi,0.972
Arman Kohli,0.6
Deepraj Rana,0.6
Samaira Rao,0.6
S M Zaheer,0.6
Karuna Pandey,0.6
Suhasini Mulay,0.6
Aradhana Uppal,0.6
Ananya Khare,0.98
Milind Gunaji,0.648
Dina Pathak,0.84
Ava Mukherjee,0.6
Jaya Bhattacharya,1.4
Sunil Rege,0.6
